,Unnamed: 0,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
121,121,34,943,9,3,4,86,3,3,4,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
122,122,51,968,6,2,2,40,2,1,3,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
123,123,53,661,1,4,1,60,2,4,3,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
124,124,38,240,2,4,1,75,4,2,1,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
125,125,19,489,2,2,1,52,2,1,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
126,126,25,1356,10,4,3,57,3,2,4,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
127,127,39,203,2,3,1,84,3,4,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
128,128,39,408,2,4,4,80,2,2,3,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
129,129,31,218,7,3,2,100,4,2,4,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
130,130,29,574,20,1,4,40,3,1,4,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
131,131,18,1431,14,3,2,33,3,1,3,1514,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
132,132,60,1499,28,3,3,80,2,3,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
133,133,33,827,29,4,1,54,2,2,3,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
134,134,26,1384,3,4,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
135,135,34,285,29,3,2,86,3,2,3,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
136,136,21,996,3,2,4,100,2,1,3,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
137,137,31,534,20,3,1,66,3,3,3,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
138,138,42,544,2,1,3,52,3,1,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
139,139,50,939,24,3,4,95,3,4,3,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
140,140,28,791,1,4,4,44,3,1,3,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
141,141,42,319,24,3,4,56,3,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
142,142,36,894,1,4,4,33,2,2,3,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
143,143,27,994,8,3,4,37,3,3,3,8726,2975,1,0,15,3,4,0,9,0,3,9,8,1,7,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
144,144,49,465,6,1,3,41,2,4,3,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
145,145,32,953,5,4,2,65,3,1,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
146,146,54,928,20,4,4,31,3,2,3,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
147,147,21,251,10,2,1,45,2,1,3,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
148,148,32,827,1,1,4,71,3,1,1,2956,15178,1,0,13,3,4,0,1,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
149,149,25,240,5,3,3,46,2,2,3,5744,26959,1,1,11,3,4,0,6,1,3,6,4,0,3,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
150,150,32,906,7,3,4,91,2,2,3,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
151,151,46,377,9,3,1,52,3,3,4,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
152,152,56,713,8,3,3,67,3,1,1,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
153,153,32,515,1,3,4,62,2,1,3,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
154,154,39,1498,21,4,1,44,2,2,4,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
155,155,25,688,3,3,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
156,156,31,1003,5,3,1,51,3,2,3,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
157,157,22,594,2,1,3,100,3,1,4,2523,19299,0,0,14,3,3,1,3,2,3,2,1,2,1,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
158,158,46,430,1,4,4,40,3,5,4,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
159,159,32,1062,2,3,3,75,3,1,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
160,160,38,903,2,3,3,81,3,2,2,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
161,161,34,258,21,4,4,74,4,2,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
162,162,45,589,2,4,3,67,3,2,3,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
163,163,49,464,16,3,4,74,3,1,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
164,164,34,1157,5,2,2,57,2,2,4,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
165,165,30,946,2,3,3,52,2,2,4,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
166,166,30,125,9,2,4,83,2,1,3,2206,16117,1,0,13,3,1,0,10,5,3,10,0,1,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
167,167,39,835,19,4,4,41,3,2,4,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
168,168,50,1099,29,4,2,88,2,4,3,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
169,169,35,1296,5,4,3,62,3,3,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
170,170,37,1319,6,3,3,51,4,2,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
171,171,40,1137,1,4,1,98,3,4,1,16823,18991,2,0,11,3,1,1,22,3,3,19,7,11,16,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
172,172,35,1490,11,4,4,43,3,1,3,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
173,173,24,477,24,3,4,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
174,174,32,1018,2,4,1,74,4,2,4,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
175,175,34,1440,7,2,2,55,3,1,3,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
176,176,34,1351,1,4,2,45,3,2,4,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
177,177,57,334,24,2,3,83,4,3,4,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
178,178,41,796,4,1,3,81,3,3,3,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
179,179,24,567,2,1,1,32,3,1,4,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
180,180,56,1369,23,3,4,68,3,4,2,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
181,181,28,304,9,4,2,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
182,182,42,532,4,2,3,58,3,5,4,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
183,183,39,1089,6,3,2,32,3,3,2,8376,9150,4,0,18,3,4,0,9,3,3,2,0,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
184,184,35,1232,16,3,3,96,3,3,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
185,185,27,443,3,3,4,50,3,1,4,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
186,186,40,448,16,3,3,84,3,3,4,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
187,187,50,1046,10,3,4,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
188,188,46,261,21,2,4,66,3,2,2,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
189,189,28,857,10,3,3,59,3,2,3,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
190,190,40,1194,1,3,3,52,3,2,4,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
191,191,59,1435,25,3,1,99,3,3,1,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
192,192,29,332,17,3,2,51,2,3,1,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
193,193,42,557,18,4,4,35,3,2,1,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
194,194,28,1083,29,1,3,96,1,2,2,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
195,195,44,111,17,3,4,74,1,1,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
196,196,48,969,2,2,4,76,4,1,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
197,197,42,570,8,3,2,66,3,5,4,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
198,198,35,817,1,3,4,60,2,2,4,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
199,199,38,1261,2,4,4,88,3,2,3,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
200,200,44,381,24,3,1,49,1,1,3,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
201,201,35,1182,11,2,4,54,3,2,4,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
202,202,34,131,2,3,3,86,3,2,1,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
203,203,41,314,1,3,4,59,2,5,3,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
204,204,53,970,7,3,3,59,4,4,3,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
205,205,33,924,2,3,3,78,3,1,4,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
206,206,35,853,18,5,2,71,3,3,1,9069,11031,1,0,22,4,4,1,9,3,2,9,8,1,8,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
207,207,26,786,7,3,4,76,3,1,4,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
208,208,42,748,9,2,1,74,3,1,4,3673,16458,1,0,13,3,3,0,12,3,3,12,9,5,8,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
209,209,60,422,7,3,1,41,3,5,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
210,210,42,288,2,3,4,40,3,3,4,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
211,211,34,296,6,2,4,33,1,1,3,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
212,212,25,882,19,1,4,67,3,1,4,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
213,213,38,130,2,2,4,32,3,3,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
214,214,31,325,5,3,2,74,3,2,1,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
215,215,30,1116,2,3,3,49,3,1,4,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
216,216,36,845,1,5,4,45,3,2,4,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
217,217,40,1202,2,1,2,89,4,2,3,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
218,218,31,106,2,3,1,62,2,2,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
219,219,49,1490,7,4,3,35,3,3,2,10466,20948,3,0,14,3,2,2,29,3,3,8,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
220,220,44,489,23,3,2,67,3,2,2,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
221,221,24,1287,7,3,1,55,3,1,3,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
222,222,37,728,1,4,1,80,3,3,4,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
223,223,29,115,13,3,1,51,3,2,2,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
224,224,38,508,6,4,1,72,2,2,3,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
225,225,27,1103,14,3,1,42,3,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
226,226,30,855,7,4,4,73,3,2,1,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
227,227,32,824,5,2,4,67,2,2,2,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
228,228,35,1212,8,2,3,78,2,3,4,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
229,229,33,461,13,1,2,53,3,1,4,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
230,230,40,720,16,4,1,51,2,2,3,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
231,231,31,1365,13,4,2,46,3,2,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
232,232,45,364,25,3,2,83,3,5,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
233,233,34,937,1,3,1,32,3,3,4,9888,6770,1,0,21,4,1,0,14,3,2,14,8,2,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
234,234,42,188,29,3,2,56,1,2,4,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
235,235,39,170,3,2,3,76,2,2,3,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
236,236,56,667,1,4,3,57,3,2,3,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
237,237,25,1219,4,1,4,32,3,1,4,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
238,238,59,715,2,3,3,69,2,4,4,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
239,239,44,1315,3,4,4,35,3,5,4,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
240,240,33,465,2,2,1,39,3,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
241,241,34,648,11,3,3,56,2,2,2,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
242,242,26,1146,8,3,4,38,2,2,1,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
243,243,44,1199,4,2,3,92,4,5,1,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
244,244,37,482,3,3,3,36,3,3,3,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
245,245,54,157,10,3,3,77,3,2,1,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
246,246,34,1303,2,4,4,62,2,1,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
